Categoría,Texto
Falso,"Dios no es un padre, es más que un padre. Quien considere a Dios como un padre no lo conoce, especialmente hoy, que a los Padres no se les respetan ni se dan a respetar. Dios es Dios, una máxima autoridad, el juicio máximo y el mejor estratega. Quien conoce a Dios, no cuestiona sus decisiones. Quien conoce a Dios, ¿qué le va a reprochar cualquier contrariedad? ¿qué le va a reprochar incluso la propia muerte? Si se considera a Dios como un Dios, no como un padre con nombre divino, se considera entonces que lo que sea a lo que nos ocasiona es lo mejor y lo más conveniente"
Vida,"El que es pobre y desdichado, no sabe que ha sido elegido por Dios y se considera pobre y desdichado. Pero el que es pobre, porque no quiere ser rico ni como los ricos, sabe o está pronto a saber que ha sido elegido por Dios, y por Dios es pobre pero dichoso, débil pero indomable. Este mundo ha sido hecho como un campo de entrenamiento o de batalla, en el que se han puesto obstáculos solo para ejercitarnos, y con el fin del entrenamiento terminarán también la vida útil de los obstáculos, pero el atleta sigue. Los de Dios no somos de este mundo, este mundo es para nosotros. Los que son de este mundo desaparecerán con el, pero para nosotros será el proseguir. Por eso no hay que disfrutar nada de este mundo, porque lo que es de nosotros para disfrutar es la vida dedicada a Dios y las fatigas que llevamos a causa de su nombre, porque somos de Dios, y un atleta en su torneo disfruta de la fatiga de la competición, porque se dedica a su deporte. Entonces no se confunda nadie, que pobre ha venido a aparentar porque Dios le ha juzgado bien y le ha valorado digno de competir. No han venido a ser pobres, porque el cuerpo no es la dedicación. Y conociendo esto tampoco han venido a hacer trampa, a buscarse la salida fácil ni a dejar de tomarse en serio el desafío. El desafío de Dios no es una batalla como la de los insensatos que se ponen a competir entre sí y a calificarse de mejor a peor. Al contrario, es una prueba en la que nadie es calificado y en la que no hay contrincante sino uno mismo. Es una prueba en la que lo único que hay son obstáculos, todos acomodados a cada uno, y el único logro es superarlo"
Dios,"El que es pobre y desdichado, no sabe que ha sido elegido por Dios y se considera pobre y desdichado. Pero el que es pobre, porque no quiere ser rico ni como los ricos, sabe o está pronto a saber que ha sido elegido por Dios, y por Dios es pobre pero dichoso, débil pero indomable. Este mundo ha sido hecho como un campo de entrenamiento o de batalla, en el que se han puesto obstáculos solo para ejercitarnos, y con el fin del entrenamiento terminarán también la vida útil de los obstáculos, pero el atleta sigue. Los de Dios no somos de este mundo, este mundo es para nosotros. Los que son de este mundo desaparecerán con el, pero para nosotros será el proseguir. Por eso no hay que disfrutar nada de este mundo, porque lo que es de nosotros para disfrutar es la vida dedicada a Dios y las fatigas que llevamos a causa de su nombre, porque somos de Dios, y un atleta en su torneo disfruta de la fatiga de la competición, porque se dedica a su deporte. Entonces no se confunda nadie, que pobre ha venido a aparentar porque Dios le ha juzgado bien y le ha valorado digno de competir. No han venido a ser pobres, porque el cuerpo no es la dedicación. Y conociendo esto tampoco han venido a hacer trampa, a buscarse la salida fácil ni a dejar de tomarse en serio el desafío. El desafío de Dios no es una batalla como la de los insensatos que se ponen a competir entre sí y a calificarse de mejor a peor. Al contrario, es una prueba en la que nadie es calificado y en la que no hay contrincante sino uno mismo. Es una prueba en la que lo único que hay son obstáculos, todos acomodados a cada uno, y el único logro es superarlo"
Pobreza,"El que es pobre y desdichado, no sabe que ha sido elegido por Dios y se considera pobre y desdichado. Pero el que es pobre, porque no quiere ser rico ni como los ricos, sabe o está pronto a saber que ha sido elegido por Dios, y por Dios es pobre pero dichoso, débil pero indomable. Este mundo ha sido hecho como un campo de entrenamiento o de batalla, en el que se han puesto obstáculos solo para ejercitarnos, y con el fin del entrenamiento terminarán también la vida útil de los obstáculos, pero el atleta sigue. Los de Dios no somos de este mundo, este mundo es para nosotros. Los que son de este mundo desaparecerán con el, pero para nosotros será el proseguir. Por eso no hay que disfrutar nada de este mundo, porque lo que es de nosotros para disfrutar es la vida dedicada a Dios y las fatigas que llevamos a causa de su nombre, porque somos de Dios, y un atleta en su torneo disfruta de la fatiga de la competición, porque se dedica a su deporte. Entonces no se confunda nadie, que pobre ha venido a aparentar porque Dios le ha juzgado bien y le ha valorado digno de competir. No han venido a ser pobres, porque el cuerpo no es la dedicación. Y conociendo esto tampoco han venido a hacer trampa, a buscarse la salida fácil ni a dejar de tomarse en serio el desafío. El desafío de Dios no es una batalla como la de los insensatos que se ponen a competir entre sí y a calificarse de mejor a peor. Al contrario, es una prueba en la que nadie es calificado y en la que no hay contrincante sino uno mismo. Es una prueba en la que lo único que hay son obstáculos, todos acomodados a cada uno, y el único logro es superarlo"
Mundo,"El que es pobre y desdichado, no sabe que ha sido elegido por Dios y se considera pobre y desdichado. Pero el que es pobre, porque no quiere ser rico ni como los ricos, sabe o está pronto a saber que ha sido elegido por Dios, y por Dios es pobre pero dichoso, débil pero indomable. Este mundo ha sido hecho como un campo de entrenamiento o de batalla, en el que se han puesto obstáculos solo para ejercitarnos, y con el fin del entrenamiento terminarán también la vida útil de los obstáculos, pero el atleta sigue. Los de Dios no somos de este mundo, este mundo es para nosotros. Los que son de este mundo desaparecerán con el, pero para nosotros será el proseguir. Por eso no hay que disfrutar nada de este mundo, porque lo que es de nosotros para disfrutar es la vida dedicada a Dios y las fatigas que llevamos a causa de su nombre, porque somos de Dios, y un atleta en su torneo disfruta de la fatiga de la competición, porque se dedica a su deporte. Entonces no se confunda nadie, que pobre ha venido a aparentar porque Dios le ha juzgado bien y le ha valorado digno de competir. No han venido a ser pobres, porque el cuerpo no es la dedicación. Y conociendo esto tampoco han venido a hacer trampa, a buscarse la salida fácil ni a dejar de tomarse en serio el desafío. El desafío de Dios no es una batalla como la de los insensatos que se ponen a competir entre sí y a calificarse de mejor a peor. Al contrario, es una prueba en la que nadie es calificado y en la que no hay contrincante sino uno mismo. Es una prueba en la que lo único que hay son obstáculos, todos acomodados a cada uno, y el único logro es superarlo"
Causas,"El que es pobre y desdichado, no sabe que ha sido elegido por Dios y se considera pobre y desdichado. Pero el que es pobre, porque no quiere ser rico ni como los ricos, sabe o está pronto a saber que ha sido elegido por Dios, y por Dios es pobre pero dichoso, débil pero indomable. Este mundo ha sido hecho como un campo de entrenamiento o de batalla, en el que se han puesto obstáculos solo para ejercitarnos, y con el fin del entrenamiento terminarán también la vida útil de los obstáculos, pero el atleta sigue. Los de Dios no somos de este mundo, este mundo es para nosotros. Los que son de este mundo desaparecerán con el, pero para nosotros será el proseguir. Por eso no hay que disfrutar nada de este mundo, porque lo que es de nosotros para disfrutar es la vida dedicada a Dios y las fatigas que llevamos a causa de su nombre, porque somos de Dios, y un atleta en su torneo disfruta de la fatiga de la competición, porque se dedica a su deporte. Entonces no se confunda nadie, que pobre ha venido a aparentar porque Dios le ha juzgado bien y le ha valorado digno de competir. No han venido a ser pobres, porque el cuerpo no es la dedicación. Y conociendo esto tampoco han venido a hacer trampa, a buscarse la salida fácil ni a dejar de tomarse en serio el desafío. El desafío de Dios no es una batalla como la de los insensatos que se ponen a competir entre sí y a calificarse de mejor a peor. Al contrario, es una prueba en la que nadie es calificado y en la que no hay contrincante sino uno mismo. Es una prueba en la que lo único que hay son obstáculos, todos acomodados a cada uno, y el único logro es superarlo"
Cuerpo,"El que es pobre y desdichado, no sabe que ha sido elegido por Dios y se considera pobre y desdichado. Pero el que es pobre, porque no quiere ser rico ni como los ricos, sabe o está pronto a saber que ha sido elegido por Dios, y por Dios es pobre pero dichoso, débil pero indomable. Este mundo ha sido hecho como un campo de entrenamiento o de batalla, en el que se han puesto obstáculos solo para ejercitarnos, y con el fin del entrenamiento terminarán también la vida útil de los obstáculos, pero el atleta sigue. Los de Dios no somos de este mundo, este mundo es para nosotros. Los que son de este mundo desaparecerán con el, pero para nosotros será el proseguir. Por eso no hay que disfrutar nada de este mundo, porque lo que es de nosotros para disfrutar es la vida dedicada a Dios y las fatigas que llevamos a causa de su nombre, porque somos de Dios, y un atleta en su torneo disfruta de la fatiga de la competición, porque se dedica a su deporte. Entonces no se confunda nadie, que pobre ha venido a aparentar porque Dios le ha juzgado bien y le ha valorado digno de competir. No han venido a ser pobres, porque el cuerpo no es la dedicación. Y conociendo esto tampoco han venido a hacer trampa, a buscarse la salida fácil ni a dejar de tomarse en serio el desafío. El desafío de Dios no es una batalla como la de los insensatos que se ponen a competir entre sí y a calificarse de mejor a peor. Al contrario, es una prueba en la que nadie es calificado y en la que no hay contrincante sino uno mismo. Es una prueba en la que lo único que hay son obstáculos, todos acomodados a cada uno, y el único logro es superarlo"
Disfrutar,"El que es pobre y desdichado, no sabe que ha sido elegido por Dios y se considera pobre y desdichado. Pero el que es pobre, porque no quiere ser rico ni como los ricos, sabe o está pronto a saber que ha sido elegido por Dios, y por Dios es pobre pero dichoso, débil pero indomable. Este mundo ha sido hecho como un campo de entrenamiento o de batalla, en el que se han puesto obstáculos solo para ejercitarnos, y con el fin del entrenamiento terminarán también la vida útil de los obstáculos, pero el atleta sigue. Los de Dios no somos de este mundo, este mundo es para nosotros. Los que son de este mundo desaparecerán con el, pero para nosotros será el proseguir. Por eso no hay que disfrutar nada de este mundo, porque lo que es de nosotros para disfrutar es la vida dedicada a Dios y las fatigas que llevamos a causa de su nombre, porque somos de Dios, y un atleta en su torneo disfruta de la fatiga de la competición, porque se dedica a su deporte. Entonces no se confunda nadie, que pobre ha venido a aparentar porque Dios le ha juzgado bien y le ha valorado digno de competir. No han venido a ser pobres, porque el cuerpo no es la dedicación. Y conociendo esto tampoco han venido a hacer trampa, a buscarse la salida fácil ni a dejar de tomarse en serio el desafío. El desafío de Dios no es una batalla como la de los insensatos que se ponen a competir entre sí y a calificarse de mejor a peor. Al contrario, es una prueba en la que nadie es calificado y en la que no hay contrincante sino uno mismo. Es una prueba en la que lo único que hay son obstáculos, todos acomodados a cada uno, y el único logro es superarlo"
Sabiduría,"El que es pobre y desdichado, no sabe que ha sido elegido por Dios y se considera pobre y desdichado. Pero el que es pobre, porque no quiere ser rico ni como los ricos, sabe o está pronto a saber que ha sido elegido por Dios, y por Dios es pobre pero dichoso, débil pero indomable. Este mundo ha sido hecho como un campo de entrenamiento o de batalla, en el que se han puesto obstáculos solo para ejercitarnos, y con el fin del entrenamiento terminarán también la vida útil de los obstáculos, pero el atleta sigue. Los de Dios no somos de este mundo, este mundo es para nosotros. Los que son de este mundo desaparecerán con el, pero para nosotros será el proseguir. Por eso no hay que disfrutar nada de este mundo, porque lo que es de nosotros para disfrutar es la vida dedicada a Dios y las fatigas que llevamos a causa de su nombre, porque somos de Dios, y un atleta en su torneo disfruta de la fatiga de la competición, porque se dedica a su deporte. Entonces no se confunda nadie, que pobre ha venido a aparentar porque Dios le ha juzgado bien y le ha valorado digno de competir. No han venido a ser pobres, porque el cuerpo no es la dedicación. Y conociendo esto tampoco han venido a hacer trampa, a buscarse la salida fácil ni a dejar de tomarse en serio el desafío. El desafío de Dios no es una batalla como la de los insensatos que se ponen a competir entre sí y a calificarse de mejor a peor. Al contrario, es una prueba en la que nadie es calificado y en la que no hay contrincante sino uno mismo. Es una prueba en la que lo único que hay son obstáculos, todos acomodados a cada uno, y el único logro es superarlo"
Bien,"El que es pobre y desdichado, no sabe que ha sido elegido por Dios y se considera pobre y desdichado. Pero el que es pobre, porque no quiere ser rico ni como los ricos, sabe o está pronto a saber que ha sido elegido por Dios, y por Dios es pobre pero dichoso, débil pero indomable. Este mundo ha sido hecho como un campo de entrenamiento o de batalla, en el que se han puesto obstáculos solo para ejercitarnos, y con el fin del entrenamiento terminarán también la vida útil de los obstáculos, pero el atleta sigue. Los de Dios no somos de este mundo, este mundo es para nosotros. Los que son de este mundo desaparecerán con el, pero para nosotros será el proseguir. Por eso no hay que disfrutar nada de este mundo, porque lo que es de nosotros para disfrutar es la vida dedicada a Dios y las fatigas que llevamos a causa de su nombre, porque somos de Dios, y un atleta en su torneo disfruta de la fatiga de la competición, porque se dedica a su deporte. Entonces no se confunda nadie, que pobre ha venido a aparentar porque Dios le ha juzgado bien y le ha valorado digno de competir. No han venido a ser pobres, porque el cuerpo no es la dedicación. Y conociendo esto tampoco han venido a hacer trampa, a buscarse la salida fácil ni a dejar de tomarse en serio el desafío. El desafío de Dios no es una batalla como la de los insensatos que se ponen a competir entre sí y a calificarse de mejor a peor. Al contrario, es una prueba en la que nadie es calificado y en la que no hay contrincante sino uno mismo. Es una prueba en la que lo único que hay son obstáculos, todos acomodados a cada uno, y el único logro es superarlo"
Falso,"El que es pobre y desdichado, no sabe que ha sido elegido por Dios y se considera pobre y desdichado. Pero el que es pobre, porque no quiere ser rico ni como los ricos, sabe o está pronto a saber que ha sido elegido por Dios, y por Dios es pobre pero dichoso, débil pero indomable. Este mundo ha sido hecho como un campo de entrenamiento o de batalla, en el que se han puesto obstáculos solo para ejercitarnos, y con el fin del entrenamiento terminarán también la vida útil de los obstáculos, pero el atleta sigue. Los de Dios no somos de este mundo, este mundo es para nosotros. Los que son de este mundo desaparecerán con el, pero para nosotros será el proseguir. Por eso no hay que disfrutar nada de este mundo, porque lo que es de nosotros para disfrutar es la vida dedicada a Dios y las fatigas que llevamos a causa de su nombre, porque somos de Dios, y un atleta en su torneo disfruta de la fatiga de la competición, porque se dedica a su deporte. Entonces no se confunda nadie, que pobre ha venido a aparentar porque Dios le ha juzgado bien y le ha valorado digno de competir. No han venido a ser pobres, porque el cuerpo no es la dedicación. Y conociendo esto tampoco han venido a hacer trampa, a buscarse la salida fácil ni a dejar de tomarse en serio el desafío. El desafío de Dios no es una batalla como la de los insensatos que se ponen a competir entre sí y a calificarse de mejor a peor. Al contrario, es una prueba en la que nadie es calificado y en la que no hay contrincante sino uno mismo. Es una prueba en la que lo único que hay son obstáculos, todos acomodados a cada uno, y el único logro es superarlo"
Falso,"El que es pobre y desdichado, no sabe que ha sido elegido por Dios y se considera pobre y desdichado. Pero el que es pobre, porque no quiere ser rico ni como los ricos, sabe o está pronto a saber que ha sido elegido por Dios, y por Dios es pobre pero dichoso, débil pero indomable. Este mundo ha sido hecho como un campo de entrenamiento o de batalla, en el que se han puesto obstáculos solo para ejercitarnos, y con el fin del entrenamiento terminarán también la vida útil de los obstáculos, pero el atleta sigue. Los de Dios no somos de este mundo, este mundo es para nosotros. Los que son de este mundo desaparecerán con el, pero para nosotros será el proseguir. Por eso no hay que disfrutar nada de este mundo, porque lo que es de nosotros para disfrutar es la vida dedicada a Dios y las fatigas que llevamos a causa de su nombre, porque somos de Dios, y un atleta en su torneo disfruta de la fatiga de la competición, porque se dedica a su deporte. Entonces no se confunda nadie, que pobre ha venido a aparentar porque Dios le ha juzgado bien y le ha valorado digno de competir. No han venido a ser pobres, porque el cuerpo no es la dedicación. Y conociendo esto tampoco han venido a hacer trampa, a buscarse la salida fácil ni a dejar de tomarse en serio el desafío. El desafío de Dios no es una batalla como la de los insensatos que se ponen a competir entre sí y a calificarse de mejor a peor. Al contrario, es una prueba en la que nadie es calificado y en la que no hay contrincante sino uno mismo. Es una prueba en la que lo único que hay son obstáculos, todos acomodados a cada uno, y el único logro es superarlo"
Falso,"El que es pobre y desdichado, no sabe que ha sido elegido por Dios y se considera pobre y desdichado. Pero el que es pobre, porque no quiere ser rico ni como los ricos, sabe o está pronto a saber que ha sido elegido por Dios, y por Dios es pobre pero dichoso, débil pero indomable. Este mundo ha sido hecho como un campo de entrenamiento o de batalla, en el que se han puesto obstáculos solo para ejercitarnos, y con el fin del entrenamiento terminarán también la vida útil de los obstáculos, pero el atleta sigue. Los de Dios no somos de este mundo, este mundo es para nosotros. Los que son de este mundo desaparecerán con el, pero para nosotros será el proseguir. Por eso no hay que disfrutar nada de este mundo, porque lo que es de nosotros para disfrutar es la vida dedicada a Dios y las fatigas que llevamos a causa de su nombre, porque somos de Dios, y un atleta en su torneo disfruta de la fatiga de la competición, porque se dedica a su deporte. Entonces no se confunda nadie, que pobre ha venido a aparentar porque Dios le ha juzgado bien y le ha valorado digno de competir. No han venido a ser pobres, porque el cuerpo no es la dedicación. Y conociendo esto tampoco han venido a hacer trampa, a buscarse la salida fácil ni a dejar de tomarse en serio el desafío. El desafío de Dios no es una batalla como la de los insensatos que se ponen a competir entre sí y a calificarse de mejor a peor. Al contrario, es una prueba en la que nadie es calificado y en la que no hay contrincante sino uno mismo. Es una prueba en la que lo único que hay son obstáculos, todos acomodados a cada uno, y el único logro es superarlo"
Falso,"El que es pobre y desdichado, no sabe que ha sido elegido por Dios y se considera pobre y desdichado. Pero el que es pobre, porque no quiere ser rico ni como los ricos, sabe o está pronto a saber que ha sido elegido por Dios, y por Dios es pobre pero dichoso, débil pero indomable. Este mundo ha sido hecho como un campo de entrenamiento o de batalla, en el que se han puesto obstáculos solo para ejercitarnos, y con el fin del entrenamiento terminarán también la vida útil de los obstáculos, pero el atleta sigue. Los de Dios no somos de este mundo, este mundo es para nosotros. Los que son de este mundo desaparecerán con el, pero para nosotros será el proseguir. Por eso no hay que disfrutar nada de este mundo, porque lo que es de nosotros para disfrutar es la vida dedicada a Dios y las fatigas que llevamos a causa de su nombre, porque somos de Dios, y un atleta en su torneo disfruta de la fatiga de la competición, porque se dedica a su deporte. Entonces no se confunda nadie, que pobre ha venido a aparentar porque Dios le ha juzgado bien y le ha valorado digno de competir. No han venido a ser pobres, porque el cuerpo no es la dedicación. Y conociendo esto tampoco han venido a hacer trampa, a buscarse la salida fácil ni a dejar de tomarse en serio el desafío. El desafío de Dios no es una batalla como la de los insensatos que se ponen a competir entre sí y a calificarse de mejor a peor. Al contrario, es una prueba en la que nadie es calificado y en la que no hay contrincante sino uno mismo. Es una prueba en la que lo único que hay son obstáculos, todos acomodados a cada uno, y el único logro es superarlo"
